Substance,EDGAR Country Code,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
CO2,COG,Congo,1.323333404,1.470753038,1.366291107,5.992530048,8.356302368,5.013002552,4.703012387,1.467735391,0.885046272,0.781520653,0.995761082,1.086404607,1.223307915,1.225625809,1.175765145,1.161147053,1.100306994,1.093519242,1.053028248,1.026635264,0.984773726,0.977750773,0.928581382,0.892504426,0.795304888,0.983203914,1.149915519,1.151461953,1.330094002,1.338813322,1.408080621,1.335302909,0.847192098,1.025572894,1.011365087,1.172387635,1.262059451,1.07940884,1.083940423,1.163189704,1.214192837,1.08235668,0.973368598,1.15423594,1.093049487,1.15654047,1.101747715,1.057095523,1.205781176,1.31747163,1.31098187,1.263460047
CO2,COK,Cook Islands,0.875109594,0.870838024,0.932533888,1.135595963,1.419020991,1.197820384,1.212028627,1.321019051,1.354974937,1.500103248,1.65137158,3.307377585,3.265750536,3.214265802,2.847565723,3.125816803,2.01076969,2.274591414,2.280167986,2.179404173,2.187139914,1.517463789,2.187278348,2.121319762,2.220945226,2.129030198,2.19849246,2.363490231,2.485721754,2.434958775,3.614490928,3.504565721,1.869816115,1.66462608,2.650276522,4.222820871,4.361408514,3.527922859,3.844273458,3.715208632,4.504436065,5.26741967,5.575201026,5.626920206,5.91956414,5.404662275,5.530290821,5.810439547,5.782719522,5.990338458,6.002594466,6.413230057
CO2,COL,Colombia,1.436639545,1.41562501,1.422490636,1.433379714,1.509718803,1.430879571,1.486968194,1.49220643,1.509446018,1.482417232,1.478270222,1.463595989,1.450838024,1.488389484,1.48088725,1.499645435,1.485136696,1.516746746,1.503798912,1.520499449,1.529293663,1.548611939,1.57821911,1.64028784,1.600625606,1.647364143,1.600337524,1.710067821,1.712438619,1.472799416,1.522847658,1.492944551,1.414781714,1.38387948,1.368309905,1.388906042,1.345362636,1.366417018,1.359666926,1.399445804,1.422056602,1.516860426,1.510436305,1.649264226,1.67662897,1.683084931,1.728762183,1.562480458,1.624352678,1.673800285,1.454298949,1.533737806
CO2,COM,Comoros,0.117306118,0.115092169,0.111634182,0.113003313,0.118756917,0.121977511,0.113135207,0.111540112,0.107266024,0.115634444,0.11795569,0.106011956,0.098082267,0.097437873,0.092570833,0.090816531,0.053379068,0.138683273,0.123400309,0.112555111,0.115550009,0.12941691,0.110733918,0.105116495,0.102200547,0.102177045,0.102325963,0.102252965,0.12582123,0.126022896,0.189607295,0.192886197,0.1901751,0.239672597,0.256436767,0.243008651,0.279586554,0.180336969,0.17535443,0.210929401,0.244052508,0.198548305,0.198520434,0.231084483,0.198889663,0.212236197,0.238251221,0.309510119,0.326987052,0.349154779,0.299572916,0.313272737
CO2,CPV,Cabo Verde,0.683794456,0.676838649,0.667099156,0.69043028,0.745778704,0.788017674,0.750591219,0.761366191,0.751631806,0.831366002,0.864952147,0.786069958,0.315614187,0.315729279,0.368189222,0.364907463,0.121080541,0.161152899,0.195832629,0.217424599,0.18969984,0.222005693,0.222404416,0.211193508,0.241459133,0.235784776,0.273027903,0.273550037,0.272777221,0.274297544,0.731673577,0.805381193,0.858396652,0.842764216,0.9067119,1.396015076,1.483119565,1.653409898,1.584737206,1.517287052,1.605106389,1.699162102,1.429679983,1.374068765,1.428223007,1.420552166,1.436880042,1.559972357,1.534915901,1.535734984,1.493772337,1.594621714
CO2,CRI,Costa Rica,0.782492416,0.761778617,0.832293732,0.923033987,0.884193679,0.944478225,0.949925855,1.162674975,1.223294222,1.194884914,1.044779015,0.9421889,0.780534532,0.772617844,0.786169703,0.806248405,0.819993057,0.844290871,0.869284666,0.957447416,0.946297198,1.000432731,1.309757174,1.283900817,1.457038986,1.422657673,1.327239143,1.268033605,1.381148569,1.345444327,1.31043811,1.391635825,1.393894546,1.479552826,1.480539009,1.494171232,1.618091718,1.761207008,1.720986164,1.63746306,1.601440992,1.659819453,1.637568016,1.681874224,1.687170043,1.610703913,1.702022841,1.723026272,1.736496895,1.694340465,1.437824789,1.590128654
CO2,CUB,Cuba,2.517163644,2.480441508,2.39070956,2.539712201,2.712714132,2.753299687,2.875912289,3.108756563,3.306783806,3.313042503,3.379287018,3.386954757,3.354674002,3.602225788,3.760520486,3.492633879,3.525802155,3.806129345,3.928614096,3.965880314,3.642146798,2.815900988,2.221204495,2.020788765,2.074352866,2.190340029,2.359850201,2.569714291,2.451987419,2.573306129,2.596726707,2.490793999,2.371681841,2.297665037,2.250653093,2.320737072,2.364964948,2.443568608,2.364896216,2.38139925,2.489109386,2.445156081,2.539664777,2.547470273,2.352417627,2.568510678,2.384344423,2.307563168,2.3412577,2.264651549,1.898490169,2.139794786
CO2,CYM,Cayman Islands,9.064016301,8.651742533,9.553199569,9.378209277,7.853125375,8.726899301,7.488463523,7.736085565,7.400620037,6.63780219,6.424625156,7.105006072,6.270730722,5.575857275,7.186541523,6.75121445,5.986953263,6.28886863,14.11741706,12.15752555,12.0329783,11.91998243,12.22202508,10.37462996,11.22086998,10.90724378,10.38059105,9.254744488,8.923985899,8.957861884,11.51612442,11.16387148,11.44487495,14.49267121,13.47420547,13.02934088,12.76964194,14.03929911,13.81649211,13.73242949,14.08126301,16.56112677,16.14065401,15.73640703,15.98621838,15.98014746,15.59994324,12.84480586,12.5166376,14.83727261,12.09743179,13.24144743
CO2,CYP,Cyprus,3.539146475,3.523191383,4.258886383,4.387219571,3.326240019,3.352779367,4.024183418,4.219849965,4.335090779,4.577960219,4.792083523,4.564696152,4.597357455,4.559775266,4.610495101,4.491249286,4.929253355,5.628850415,5.603213404,5.808666668,5.830410471,6.423302383,6.620014679,6.692057168,6.773297496,6.497433423,6.700778666,6.65885278,7.041726228,7.169662236,7.384230918,7.117552931,7.180631202,7.819007327,7.596886865,7.640675407,7.559079771,7.768429707,7.824155435,7.48845688,7.131677025,6.770636139,6.232401434,5.660590239,5.95131106,5.880593332,6.202715826,6.273498723,6.0963764,6.055317031,5.327598031,5.550617291
CO2,CZE,Czechia,19.3833121,19.33913478,19.23378026,18.91870528,17.14437538,17.74855028,18.14520664,19.04586024,18.31672907,19.18541247,18.39454295,18.42386945,18.56586765,18.63638895,18.90623414,18.67675528,18.55239963,18.59477276,18.17478004,17.37948402,15.75678183,14.2161985,13.614581,13.38598837,12.83623108,12.89008702,13.01726283,12.74799803,12.20975646,11.53839052,12.67343131,12.71666995,12.23678445,12.66634523,12.78585937,12.38376439,12.45268801,12.63205955,12.0369268,11.19255761,11.27600082,10.97517887,10.63423055,10.16131962,9.858329219,9.984988385,10.18043531,10.21101633,10.0882828,9.614826447,8.68748139,9.186644194
CO2,DEU,Germany,13.79928679,13.68973705,14.00407271,14.62474277,14.24507924,13.49488596,14.27715891,14.0432486,14.5458721,15.20836217,14.561327,14.13882595,13.57452829,13.80078879,14.0213304,14.05304485,13.94725386,13.79327902,13.65910798,13.41906358,12.88043059,12.53286074,11.79023542,11.61323512,11.41482238,11.31148956,11.61814681,11.21461185,11.13654626,10.72640008,10.7796356,10.9615873,10.75205939,10.76982039,10.56880298,10.32827358,10.52166767,10.17125017,10.25871633,9.526153074,10.11380435,9.782601762,9.918503956,10.11528443,9.600713207,9.651641381,9.676928058,9.473134113,9.156907939,8.510769964,7.621710788,8.062521288
CO2,DJI,Djibouti,5.489636022,5.174911696,4.831371641,4.692146485,4.696345703,4.544341782,3.921132925,3.590703858,3.227865706,3.316390211,3.279498775,2.321746596,2.146117771,1.607898003,1.266925801,1.219715609,1.111503567,1.35319271,1.122822489,2.277219585,1.986722337,2.32058594,2.028594976,1.984735062,2.025618651,2.039173731,2.05563525,2.071808895,2.049514983,2.045394127,1.159697417,1.132025518,1.125478324,1.162108838,1.11641965,1.049284249,0.979749557,0.994268239,1.052145065,0.925699749,1.024397322,0.716455352,0.886394023,0.953985241,0.941579234,0.84396025,0.741866132,0.681064651,0.702043255,0.652896548,0.573912669,0.600413399
CO2,DMA,Dominica,0.400686124,0.398293033,0.44823619,0.478688462,0.433575892,0.490140243,0.445753231,0.477839893,0.474332504,0.444465216,0.444695351,0.662032743,0.593376648,0.604331001,0.702409766,0.682475054,0.560252548,0.814394693,0.888377152,0.822200421,0.803478542,0.848385498,0.891979615,1.080983706,1.401990237,1.616051232,1.712553664,1.633828425,1.403793545,1.888652273,2.346323638,2.448880036,2.679152684,4.641432967,4.752720569,4.657568689,4.85951915,5.258701622,5.014463331,5.145015739,5.268002466,5.772406556,5.806618401,5.316799964,5.757637631,5.641839673,5.761338598,2.648744807,2.929743017,2.820196656,2.331302538,2.555652399
CO2,DNK,Denmark,12.70393869,11.76882224,12.11576704,11.86725906,10.54681699,10.95889346,12.04725221,12.3502413,12.30751338,12.957884,12.83713832,10.82852484,11.28440117,10.60674218,10.93771946,12.47065096,12.59646297,12.21124546,11.43731855,10.31257302,10.41285572,12.44732374,11.29741909,11.67877521,12.43201888,11.79861817,14.29751891,12.38677955,11.5267239,10.92453455,10.11135596,10.36199451,10.25437748,11.22120717,10.14573433,9.479029413,10.89391887,9.959540003,9.327657724,8.872461469,8.848284726,7.896023999,6.990229408,7.276216067,6.584768153,6.185416211,6.352591565,5.949266738,5.936443063,5.313323691,4.478781266,4.688096639
CO2,DOM,Dominican Republic,0.847630601,0.843108782,1.06974983,1.037570406,1.081864055,1.093687418,1.095332825,1.154663424,1.148468904,1.18440785,1.190936741,1.106675432,1.05170637,1.193173091,1.226875475,1.055511785,1.155878354,1.301219337,1.279119728,1.335513609,1.119825769,1.15000557,1.308877934,1.268709313,1.455338711,1.519811966,1.609892411,1.799613683,2.024207369,2.159912662,2.220704333,2.202982051,2.380189158,2.095004429,1.914808232,2.038248283,2.192267288,2.187735516,2.150192195,2.031724212,2.108381806,2.111377115,2.158628875,2.092511801,2.086823067,2.26796781,2.334630413,2.21255299,2.356236427,2.51166223,2.254279592,2.471614982
CO2,DZA,Algeria,1.301401558,1.49194193,2.235725411,2.940858462,2.419232232,2.137729711,2.694941857,2.89947727,3.106386872,3.013727319,2.927687471,2.670750053,2.668839,2.707634029,2.764193506,3.094058808,3.1266774,2.920063077,2.87024952,2.81246383,2.624365525,2.715838082,2.943827156,2.888891486,2.740835206,2.778881851,2.693312528,2.598566338,2.565125854,2.634310803,2.685202019,2.599862847,2.708046573,2.872678081,2.824823176,2.962254638,3.062023507,3.091241888,3.180435214,3.22213852,3.229561963,3.339828281,3.661062013,3.696503801,3.889546228,4.050088645,3.927359012,3.9402072,4.135047503,4.168873724,3.898851958,3.934605075
CO2,ECU,Ecuador,0.82884471,0.71841738,0.698821279,0.859302006,1.02071254,1.076336632,1.199127542,1.356843472,1.484389804,1.567054006,1.607124144,1.724413455,1.693346117,1.551673447,1.560011655,1.63701261,1.676411198,1.502505908,1.650767964,1.625509508,1.721150818,1.68434454,1.733253967,1.65246077,1.69429615,1.819621609,2.052883323,2.094925946,2.016654333,1.750714691,1.746911977,1.8911504,1.859523892,1.869478164,1.940622391,2.05953185,2.165786697,2.171056263,2.209898567,2.366079422,2.508651102,2.490974685,2.463327936,2.579650357,2.675192123,2.620143217,2.504744439,2.391015973,2.448746322,2.377761817,1.963160333,2.341795988
CO2,EGY,Egypt,0.720852921,0.695997192,0.741595144,0.673818732,0.762951457,0.804632741,0.911053122,0.917808901,0.908475558,0.95765272,1.027011377,1.134165514,1.193905141,1.298495303,1.39404479,1.422536045,1.445022572,1.523277952,1.520183276,1.572888711,1.585950126,1.585687799,1.612633505,1.585086929,1.48157154,1.552563811,1.633520006,1.707687184,1.761901301,1.867662236,1.819716158,1.972539063,1.987431648,1.991131047,2.117980244,2.313418621,2.412250373,2.536322198,2.493629733,2.547964416,2.525884766,2.563888857,2.669158809,2.562207022,2.554539523,2.568188211,2.587012407,2.752700576,2.825300291,2.651856122,2.363375078,2.476992937
CO2,ERI,Eritrea,0.186972295,0.18103369,0.16662761,0.163574178,0.155481605,0.143791774,0.136229208,0.111998972,0.113181434,0.122190423,0.124700035,0.136795409,0.124235462,0.122599779,0.11955765,0.119477887,0.101153466,0.099865391,0.10019957,0.100433131,0.104292113,0.119478345,0.147666293,0.211871481,0.24023493,0.261352403,0.285195589,0.266808027,0.198394849,0.205743733,0.1975319,0.210201964,0.199678119,0.187142823,0.179149842,0.153545159,0.130938449,0.125545346,0.107318272,0.110290233,0.115629792,0.130485074,0.136596915,0.136400572,0.135794119,0.133583012,0.134946499,0.14434571,0.165927745,0.166238875,0.144932484,0.150351019
CO2,ESH,Western Sahara,1.129693342,1.137109054,1.16571209,1.250203668,1.343131336,1.326807961,1.166544882,1.021962711,0.843131296,0.815203322,0.811796114,0.698312644,0.688056914,0.685618086,0.651199972,0.708611722,0.708495297,0.894925249,0.805169629,0.718758384,0.689262765,0.807156516,0.692191052,0.626074999,0.610923258,0.687355735,0.678138029,0.688234803,0.672487653,0.66732929,0.81298008,0.76894742,0.710914045,0.675171487,0.631425485,0.593094218,0.574644626,0.553835403,0.54934438,0.539015003,0.52651039,0.489707596,0.482833692,0.471374705,0.453046536,0.452167912,0.445273706,0.388331482,0.39747905,0.399694997,0.330506513,0.390055004
CO2,ESP,Spain and Andorra,4.273263816,4.125045728,4.428520882,4.73968126,5.046217871,5.147132972,5.587440962,5.314646246,5.205197604,5.47817617,5.708486823,5.809984223,5.595644547,5.656373848,5.344085779,5.147058042,5.221456987,5.23518354,5.331858835,5.800530739,5.905358984,6.082581876,6.28735153,5.890939779,6.128129585,6.418519419,6.183514705,6.65944729,6.847582311,7.350516754,7.684386472,7.603065446,7.9101682,7.985469164,8.223806231,8.435857908,8.108812787,8.282476716,7.482303263,6.549517475,6.226463793,6.250502938,6.126246337,5.575352443,5.53787881,5.899299892,5.71111148,6.058645316,5.913549125,5.529706785,4.573199454,4.992878803
CO2,EST,Estonia,15.88988174,15.75723701,17.10440604,19.00604064,20.07251922,22.28184333,22.21867025,23.1831586,23.30622371,24.48721737,24.47619325,25.6686541,25.13358872,24.86611905,23.7637775,23.07822825,22.33860083,21.40098504,20.28177801,18.24769457,23.94471037,21.75611294,16.92036681,13.40267003,13.71713895,12.93772367,13.72594817,13.55055942,12.85961803,12.02317563,12.12362091,12.6013722,12.07860328,13.75041741,14.15797221,14.50168449,13.7217589,16.59434974,15.61599161,13.41790375,16.57918708,16.13043283,15.38142487,17.38103757,16.54313772,15.11940216,15.35346954,16.12817224,16.55982085,11.53876743,10.65803509,11.49241997
CO2,ETH,Ethiopia,0.039225073,0.038414102,0.034412664,0.036680669,0.036160569,0.03116408,0.030472699,0.032115732,0.032727032,0.03351287,0.033768735,0.035922536,0.031922579,0.033099427,0.02977662,0.030101295,0.036836358,0.04184906,0.042334377,0.043162356,0.043608927,0.041572437,0.030820894,0.038462649,0.042961005,0.04717249,0.051687856,0.052625856,0.054308459,0.05200965,0.056247716,0.067803344,0.067723537,0.070832854,0.074556375,0.069329497,0.071966151,0.076687732,0.080992222,0.079423262,0.077137396,0.087502917,0.095862919,0.107714901,0.13065044,0.134109907,0.154996222,0.160653243,0.170657801,0.179703217,0.16118244,0.166448638
CO2,FIN,Finland,9.509733803,9.391770301,10.21209226,11.14514961,10.33869063,10.17709896,11.4185299,11.28631843,12.22667986,12.1440201,12.21149076,10.20047586,9.786649551,9.407017372,9.632825232,10.49057208,10.47196619,11.38051385,11.06914277,11.03667457,11.46447631,11.50073453,10.84734768,11.06421978,12.32958684,11.60865941,12.74436106,12.3054616,11.64635724,11.49085944,11.15494499,12.29504706,12.66914738,14.21527806,13.46141203,11.08869972,13.24923225,12.82518001,11.20482347,10.66739336,12.27436709,10.78867925,9.655208034,9.842073619,9.058677428,8.40159118,8.883303587,8.324583354,8.617674748,7.875823837,6.854300721,6.965433631
CO2,FJI,Fiji,1.376131927,1.364901393,1.426569826,1.661664057,1.969249455,1.605560862,1.551235462,1.614619831,1.582887735,1.662865724,1.744636337,1.738783459,1.648889594,1.331044055,1.089082117,1.201114547,1.224917074,1.107844092,1.093142294,1.261763863,1.375317587,1.167674601,1.206913473,1.238481055,1.294173947,1.338864476,1.398833701,1.486799977,1.47951348,1.550005836,1.93482324,2.036762593,1.658609632,1.941825516,2.528542128,2.168995244,2.31059053,1.996504244,1.556340258,1.340329997,1.998488078,1.48322416,1.41389138,1.514027947,1.668153347,1.719903315,1.62939257,1.711581194,1.756321227,1.808963838,1.806440813,1.861727822
CO2,FLK,Falkland Islands,7.168390114,7.277114,7.867824015,8.84265518,8.149387688,8.831379997,8.151350709,8.746816281,8.750351266,8.433508801,8.397706548,9.776073084,8.122422002,7.506370746,8.250172034,9.150545578,7.027682062,7.226612812,12.37754173,16.16299108,7.901748389,8.07398567,8.181813245,7.343853514,6.927903013,12.32712552,7.393735499,11.97745626,10.58587755,11.47769324,20.83178453,21.40374905,33.64611202,74.35145572,72.28244603,73.47048807,82.25717833,83.49241916,83.58802474,85.55796408,85.12680156,91.74926052,93.23327602,81.36777385,89.06026873,84.17715123,88.50487511,16.79901069,18.68058791,18.46004587,17.09970558,18.1052976
CO2,FRA,France and Monaco,9.194351956,9.363999802,9.619710489,10.22925196,9.817926081,8.999569209,9.752638278,9.396497245,9.680941802,9.794058425,9.386316101,8.417862109,7.976115547,7.605249702,7.358037459,7.125079667,6.869048125,6.712687358,6.672220417,6.903730134,6.763403981,7.149036485,6.919891612,6.54431176,6.421271383,6.546008066,6.770501098,6.604844926,6.946350144,6.80644476,6.739877793,6.771763531,6.644951237,6.681223463,6.6467749,6.658052803,6.452480058,6.296416593,6.151686731,5.913126059,6.001800531,5.772487958,5.776540133,5.675160407,5.139236315,5.194036218,5.218922434,5.253555448,5.066768445,4.93858764,4.249165219,4.583838597
CO2,FRO,Faroes,0.020257623,0.021026186,0.021808919,0.02260585,0.023417019,0.024242458,0.024835824,0.025446494,0.026061177,0.026680836,0.027305444,0.027708008,0.028107903,0.028505113,0.028899572,0.029291271,0.029727797,0.030162987,0.030597009,0.030942531,0.03134017,0.03175481,0.032090652,0.032431308,0.032907245,0.033267015,0.033638543,0.033888729,0.034110668,0.034416478,0.035206578,0.035718547,0.036189811,0.036659002,0.037367492,0.037892527,0.038103155,0.038208444,0.038398832,0.038616813,0.038827629,0.039022708,0.039217297,0.039152156,0.039075878,0.038977594,0.038856892,0.038997847,0.039138775,0.039279688,0.039420606,0.039572175
CO2,GAB,Gabon,1.024566076,1.857579922,1.964424735,6.172948192,6.214326721,7.843781991,8.906975353,8.60902536,9.349908544,8.994108599,8.438098126,8.663715284,8.423787994,7.538870102,8.491489318,9.447949131,6.600909739,5.476504872,5.505260151,6.756147838,6.481424092,5.043984477,4.949230825,4.927770831,4.766079203,5.220488265,5.684354479,5.29536283,5.911361627,5.489315049,5.366225884,5.342748917,5.002598871,5.53045567,4.858720663,4.557545325,3.952665852,3.478038457,3.5949613,3.431956029,3.632517999,3.431271569,3.354696606,3.346575794,3.343278365,3.338685642,3.413138137,2.803576125,2.619443476,2.646875922,2.562104694,2.516157213
CO2,GBR,United Kingdom,12.34610758,12.14813272,11.72323171,12.27802928,11.48614925,11.11283512,11.20142614,11.38175867,11.36719341,12.00141251,10.92096999,10.56709165,10.31604954,10.15774367,9.841009476,10.29857513,10.51151546,10.58946056,10.57620687,10.29302973,10.28190343,10.3965092,10.13280409,9.827977031,9.721212181,9.556799264,9.835802598,9.391670345,9.397369316,9.295331984,9.363764785,9.559725406,9.264203697,9.471168624,9.422986405,9.323615186,9.255295439,8.993606203,8.6432849,7.754238613,7.929853528,7.253643391,7.557586706,7.304964982,6.678866265,6.412967705,6.059306217,5.819849813,5.696886825,5.490731352,4.736414954,4.953739174
CO2,GEO,Georgia,5.477977032,5.370284273,5.640274297,5.930210624,6.177742216,6.571513679,6.611926259,6.649879387,6.877909189,7.063169215,7.231901314,7.297968192,7.186176631,7.045707644,6.956132259,6.84403883,6.72540674,6.736190804,6.593444384,6.347880196,6.422565954,4.97647362,3.968992563,3.238919139,2.137974408,1.716835819,1.389338727,1.240167125,1.125599445,1.059310114,1.138504411,0.841695813,0.746332009,0.818252638,0.902152229,1.111076415,1.231554728,1.46283996,1.298607712,1.487901345,1.472615762,1.803019779,1.992894438,2.184880016,2.391810455,2.604370752,2.740996248,2.784371062,2.766379721,2.988377623,2.883935246,2.996198632
CO2,GHA,Ghana,0.275566718,0.272876352,0.277622042,0.275581974,0.285877801,0.297378032,0.298287719,0.302732528,0.289862942,0.252628164,0.249325789,0.288564535,0.240908303,0.148184304,0.166695169,0.188078517,0.197493615,0.204441322,0.208644746,0.226094976,0.217207459,0.196013911,0.22448455,0.22525768,0.233284836,0.244125592,0.258252668,0.265102033,0.350470716,0.373187021,0.323328221,0.340574105,0.391160009,0.358150822,0.326189377,0.335840023,0.396541157,0.407846042,0.377415584,0.42222712,0.460647477,0.48486236,0.570899071,0.592789223,0.558117706,0.574693458,0.583165419,0.600948319,0.656709808,0.697749591,0.702255929,0.753347812
CO2,GIB,Gibraltar,2.430813481,2.40509631,2.04511968,2.046504558,2.037975621,2.128860203,2.098196319,1.983685514,1.869191845,2.608630088,3.101662831,2.885415373,3.211206533,2.899512457,2.799136998,3.015665273,3.902000231,4.321410147,4.880762653,4.695504352,4.929996114,6.948046527,8.200395262,8.237595777,9.63913116,9.34936257,9.483184485,9.723900457,10.16598779,10.50612606,10.94175316,11.15322596,11.29167944,11.42653157,12.34346477,12.66091644,13.15772443,12.97232842,13.16827974,14.31069339,14.30551752,13.74573865,13.93664361,14.77228346,15.78229084,17.15336206,17.79348494,18.79512019,19.85533801,20.56584977,18.62426025,19.13418738
CO2,GIN,Guinea,0.133164573,0.132464106,0.131125936,0.134452342,0.142803669,0.149207126,0.143640959,0.146615895,0.146589871,0.161038751,0.166823506,0.150850361,0.143438008,0.145016835,0.138486322,0.127690484,0.160547637,0.207952357,0.188789919,0.166300261,0.188009597,0.166159952,0.144705032,0.140730198,0.13608107,0.132990199,0.132392754,0.133499186,0.135390719,0.137120635,0.188244727,0.193711698,0.200434641,0.207174042,0.210561456,0.199551674,0.204890879,0.208367157,0.215589296,0.222011056,0.251312689,0.240167684,0.220651482,0.194223014,0.197318397,0.229732233,0.246966823,0.249713727,0.243859215,0.242966189,0.234282098,0.243851747
CO2,GLP,Guadeloupe,1.412461347,1.412605444,1.642324196,1.691978236,1.52198965,1.780038327,1.648799659,1.80724108,1.842341173,1.751438208,1.762375627,2.320836005,2.630912289,2.918522773,3.58408129,3.215415775,3.160272502,3.648175168,3.962732444,3.889321265,4.097655754,4.464838169,4.387061057,4.561320305,4.608608803,4.450480004,4.400372125,4.227672461,4.15988217,4.325248837,4.473447919,4.645749933,4.541113843,5.099834051,4.989047637,4.754008494,4.699258941,4.812913164,4.525731451,4.847000736,5.389275262,5.422308131,4.077663211,4.082048359,3.98809995,4.519921462,4.257701688,4.272561596,4.306297628,4.346165161,3.638114193,4.0294905
CO2,GMB,The Gambia,0.221432473,0.215453333,0.206722689,0.206758978,0.215701608,0.221020167,0.205831587,0.204720273,0.198966882,0.216083251,0.220437729,0.197402769,0.181594103,0.178682497,0.182198171,0.177045456,0.165585186,0.24234782,0.211855713,0.190634791,0.163940892,0.188330887,0.161076758,0.164065557,0.183353942,0.170643974,0.170790911,0.170348724,0.180082199,0.179338934,0.248949309,0.261727749,0.257213156,0.252220892,0.25751383,0.253724955,0.269362023,0.273295925,0.267622193,0.285178609,0.283092585,0.265907776,0.245060169,0.237188705,0.247628563,0.248919221,0.23810397,0.24177035,0.234554199,0.235464639,0.22538985,0.236297493
CO2,GNB,Guinea-Bissau,0.077550818,0.076064514,0.073705872,0.074578637,0.078912215,0.082257773,0.078421606,0.079980887,0.079931937,0.088696372,0.092605903,0.084959696,0.0789648,0.07861987,0.098275776,0.108175014,0.09855726,0.202206257,0.208502294,0.193736718,0.202713967,0.236817391,0.214379468,0.224977848,0.21996749,0.221629489,0.213524079,0.225545504,0.22599957,0.228089959,0.186187408,0.186075803,0.188030181,0.216348849,0.220042425,0.22031176,0.223730923,0.230915088,0.214233637,0.219584514,0.21927752,0.20005762,0.194475754,0.193760255,0.194360301,0.19830775,0.197585215,0.160702448,0.156222613,0.1545897,0.148793989,0.15670427
CO2,GNQ,Equatorial Guinea,0.1382986,0.140385149,0.166042989,0.105140947,0.13297506,0.14941012,0.154111495,0.157429012,0.302482398,0.287030136,0.253416039,0.310299977,0.222440876,0.135531665,0.135382527,0.119741901,0.130929089,0.134134187,0.145958703,0.188346315,0.154055624,0.156372821,0.151477511,0.133626246,2.451875235,2.511588948,2.63444653,3.508090212,4.034851478,4.260818051,4.87691592,6.460492822,8.003280444,8.414540523,9.667477869,12.08188076,12.90267152,11.33100845,12.22465387,11.5680702,11.30046804,11.39183103,10.52094938,9.493720812,7.967815726,6.481975419,6.298439192,5.376013017,5.685016693,4.816329042,4.736406981,4.823458692
CO2,GRC,Greece,3.475359035,3.574203468,4.329853686,4.593260369,4.461459099,4.636364267,5.12354293,5.290224394,5.489965351,5.717690377,5.664656206,5.577109526,5.647303495,5.962682429,6.071596939,6.379963025,6.310007269,6.798541314,7.210542439,7.627302523,7.717620629,7.651448469,7.770329221,7.636125742,7.696055364,7.903469457,7.827503942,7.862177789,8.130068554,8.111254989,8.714298403,8.864267547,8.84133633,9.153978118,9.10695136,9.279079747,9.130887341,9.41661123,9.026481327,8.494792757,7.86505293,7.625028634,7.248272593,6.624979251,6.415427546,6.290360734,6.20858455,6.239905383,6.090467126,5.646635054,4.703440012,4.819185173
CO2,GRD,Grenada,0.415152385,0.416192725,0.477776328,0.506949416,0.458626206,0.533657566,0.493193509,0.544567523,0.556329013,0.530384269,0.531440884,0.700960995,0.613298818,0.610676015,0.691893361,0.66048408,0.74897454,0.972491502,1.027508283,0.948047525,1.382882114,1.456075414,1.564543049,1.666846595,1.856565367,1.617622116,1.743966244,2.183119759,1.947200883,2.066073076,2.25434684,2.314695235,2.609435662,3.992562268,3.856415504,3.893281979,4.052356851,4.180571393,4.213046647,4.381537475,4.596355142,5.219264328,5.413582012,5.653629429,5.233316708,5.141817647,5.25829209,3.345696333,3.496850181,3.43631325,2.826474362,3.155057198
CO2,GRL,Greenland,0.051674555,0.051727276,0.051805832,0.051931139,0.052067477,0.052222918,0.05250729,0.052676726,0.052836684,0.053050878,0.053457329,0.053609906,0.053788674,0.053937273,0.054121089,0.054327588,0.054550307,0.05469418,0.054730413,0.054944412,0.05513116,0.055429208,0.055730952,0.056084181,0.056413719,0.056743302,0.057093252,0.057367354,0.057731468,0.058107555,0.058561068,0.058901033,0.059241206,0.059618701,10.81270137,10.90785447,11.17863658,11.02063044,11.37268821,9.884934318,11.52456284,12.27024798,9.701802479,9.563629267,8.653254806,9.311376135,9.241885872,9.043175591,9.059826286,9.042697797,8.007198204,8.14944685
CO2,GTM,Guatemala,0.443094004,0.423826455,0.458028536,0.476229407,0.480683323,0.51718613,0.498549554,0.557892333,0.601057141,0.653982859,0.640565202,0.539381886,0.478334944,0.396460599,0.43492346,0.445071524,0.377221338,0.413018905,0.398024145,0.414842659,0.422409472,0.436033574,0.499228347,0.541345338,0.571235352,0.648495143,0.622931301,0.639604461,0.779267297,0.761168648,0.830660884,0.851580461,0.877604291,0.851361034,0.846680463,0.892332908,0.887600505,0.925280783,0.823787832,0.848227494,0.805281017,0.812463246,0.826632951,0.876684998,0.919185484,1.049473956,1.089239282,1.016251456,1.097101396,1.133935012,0.972977577,1.106726636
